id_pub,anio,mes,cuenca,contrato,precio_distribuidora,precio_gnc,precio_usina,precio_industria,precio_otros,precio_ppp,precio_expo,indice_tiempo
194,2019,11,Noroeste,INTERRUMPIBLE,2.94,0.00,3.51,3.89,0.00,3.52,0.00,2019-11
195,2019,11,Noroeste,TOTAL,3.72,2.99,3.52,4.26,0.00,4.01,0.00,2019-11
196,2019,11,Total Cuenca,FIRME,3.20,2.84,2.10,2.76,3.05,2.77,3.54,2019-11
197,2019,11,Total Cuenca,INTERRUMPIBLE,3.23,2.80,1.86,2.04,2.39,1.92,3.31,2019-11
198,2019,11,Total Cuenca,TOTAL,3.21,2.84,1.93,2.67,3.04,2.50,3.42,2019-11
199,2019,12,Austral Santa Cruz,FIRME,2.85,2.76,2.32,2.27,2.81,2.37,2.94,2019-12
200,2019,12,Austral Santa Cruz,INTERRUMPIBLE,2.50,0.00,1.38,1.10,0.00,1.36,3.14,2019-12
201,2019,12,Austral Santa Cruz,TOTAL,2.81,2.76,1.84,2.16,2.81,2.13,2.97,2019-12
202,2019,12,Austral Tierra del Fuego,FIRME,3.09,2.40,1.92,2.37,0.00,2.29,0.00,2019-12
203,2019,12,Austral Tierra del Fuego,INTERRUMPIBLE,2.87,0.00,2.22,1.60,0.00,2.00,3.21,2019-12
204,2019,12,Austral Tierra del Fuego,TOTAL,3.09,2.40,1.97,2.24,0.00,2.26,3.21,2019-12
205,2019,12,Golfo de San Jorge,FIRME,3.41,3.04,2.11,2.90,0.00,2.91,3.14,2019-12
206,2019,12,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,1.60,0.00,1.60,0.00,2019-12
207,2019,12,Golfo de San Jorge,TOTAL,3.41,3.04,2.11,2.90,0.00,2.91,3.14,2019-12
208,2019,12,Neuquina,FIRME,3.08,2.98,1.88,2.78,1.70,2.74,3.47,2019-12
209,2019,12,Neuquina,INTERRUMPIBLE,1.47,2.92,1.67,1.70,2.39,1.68,2.91,2019-12
210,2019,12,Neuquina,TOTAL,3.04,2.98,1.71,2.68,2.06,2.37,3.15,2019-12
211,2019,12,Noroeste,FIRME,3.89,2.86,3.42,4.23,0.00,4.09,0.00,2019-12
212,2019,12,Noroeste,INTERRUMPIBLE,2.94,0.00,3.48,3.59,0.00,3.50,0.00,2019-12
213,2019,12,Noroeste,TOTAL,3.83,2.86,3.48,4.18,0.00,3.99,0.00,2019-12
214,2019,12,Total Cuenca,FIRME,3.11,2.82,1.96,2.79,2.72,2.67,3.24,2019-12
215,2019,12,Total Cuenca,INTERRUMPIBLE,1.86,2.92,1.72,1.72,2.39,1.73,3.00,2019-12
216,2019,12,Total Cuenca,TOTAL,3.09,2.82,1.82,2.69,2.70,2.41,3.12,2019-12
217,2020,1,Austral Santa Cruz,FIRME,2.69,2.73,2.04,2.11,1.54,2.12,2.73,2020-01
218,2020,1,Austral Santa Cruz,INTERRUMPIBLE,2.40,0.00,1.30,1.20,0.00,1.31,3.00,2020-01
219,2020,1,Austral Santa Cruz,TOTAL,2.63,2.73,1.70,1.90,1.54,1.88,2.77,2020-01
220,2020,1,Austral Tierra del Fuego,FIRME,2.99,2.57,2.08,2.20,0.00,2.32,0.00,2020-01
221,2020,1,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,1.60,1.37,0.00,1.53,3.21,2020-01
222,2020,1,Austral Tierra del Fuego,TOTAL,2.99,2.57,1.98,2.06,0.00,2.21,3.21,2020-01
223,2020,1,Golfo de San Jorge,FIRME,3.51,2.67,2.34,2.73,0.00,2.67,3.14,2020-01
224,2020,1,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.32,1.38,0.00,2.32,0.00,2020-01
225,2020,1,Golfo de San Jorge,TOTAL,3.51,2.67,2.33,2.73,0.00,2.60,3.14,2020-01
226,2020,1,Neuquina,FIRME,2.96,2.80,1.72,2.74,1.66,2.67,3.48,2020-01
227,2020,1,Neuquina,INTERRUMPIBLE,0.00,2.81,1.69,1.52,2.20,1.67,3.21,2020-01
228,2020,1,Neuquina,TOTAL,2.96,2.81,1.69,2.60,1.82,2.25,3.31,2020-01
229,2020,1,Noroeste,FIRME,3.89,2.78,0.00,4.21,0.00,4.03,0.00,2020-01
230,2020,1,Noroeste,INTERRUMPIBLE,2.75,0.00,2.07,3.08,0.00,2.70,0.00,2020-01
231,2020,1,Noroeste,TOTAL,3.75,2.78,2.07,4.17,0.00,3.95,0.00,2020-01
232,2020,1,Total Cuenca,FIRME,3.01,2.74,2.00,2.70,1.55,2.60,3.14,2020-01
233,2020,1,Total Cuenca,INTERRUMPIBLE,2.50,2.81,1.69,1.45,2.20,1.66,3.20,2020-01
234,2020,1,Total Cuenca,TOTAL,3.00,2.75,1.80,2.54,1.59,2.28,3.17,2020-01
235,2020,2,Austral Santa Cruz,FIRME,2.67,2.57,2.00,2.10,1.33,2.11,2.64,2020-02
236,2020,2,Austral Santa Cruz,INTERRUMPIBLE,2.31,0.00,1.21,1.26,0.00,1.28,3.00,2020-02
237,2020,2,Austral Santa Cruz,TOTAL,2.60,2.57,1.55,1.91,1.33,1.84,2.67,2020-02
238,2020,2,Austral Tierra del Fuego,FIRME,2.89,2.40,2.12,2.21,0.00,2.33,0.00,2020-02
239,2020,2,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,1.67,1.26,0.00,1.64,3.21,2020-02
240,2020,2,Austral Tierra del Fuego,TOTAL,2.89,2.40,1.93,2.12,0.00,2.16,3.21,2020-02
241,2020,2,Golfo de San Jorge,FIRME,3.32,2.47,2.27,2.75,0.00,2.68,3.14,2020-02
242,2020,2,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.34,2.20,0.00,2.33,0.00,2020-02
243,2020,2,Golfo de San Jorge,TOTAL,3.32,2.47,2.27,2.74,0.00,2.68,3.14,2020-02
244,2020,2,Neuquina,FIRME,2.86,2.66,1.93,2.73,2.17,2.66,3.55,2020-02
245,2020,2,Neuquina,INTERRUMPIBLE,4.62,2.69,2.37,2.09,0.00,2.34,3.15,2020-02
246,2020,2,Neuquina,TOTAL,2.88,2.66,2.30,2.64,2.17,2.54,3.25,2020-02
247,2020,2,Noroeste,FIRME,3.82,2.63,2.22,4.18,0.00,3.95,0.00,2020-02
248,2020,2,Noroeste,INTERRUMPIBLE,2.64,0.00,2.32,2.76,0.00,2.38,0.00,2020-02
249,2020,2,Noroeste,TOTAL,3.74,2.63,2.30,4.11,0.00,3.56,0.00,2020-02
250,2020,2,Total Cuenca,FIRME,2.92,2.60,2.06,2.70,1.45,2.60,3.24,2020-02
251,2020,2,Total Cuenca,INTERRUMPIBLE,2.90,2.69,2.20,1.88,0.00,2.16,3.15,2020-02
252,2020,2,Total Cuenca,TOTAL,2.92,2.60,2.16,2.59,1.45,2.45,3.18,2020-02
253,2020,3,Austral Santa Cruz,FIRME,2.60,2.45,1.98,2.13,1.94,2.16,2.59,2020-03
254,2020,3,Austral Santa Cruz,INTERRUMPIBLE,2.26,0.00,1.28,1.50,0.00,1.34,3.00,2020-03
255,2020,3,Austral Santa Cruz,TOTAL,2.55,2.45,1.54,2.12,1.94,1.92,2.64,2020-03
256,2020,3,Austral Tierra del Fuego,FIRME,2.89,2.33,2.00,1.99,0.00,2.26,0.00,2020-03
257,2020,3,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,1.41,1.14,0.00,1.39,3.22,2020-03
258,2020,3,Austral Tierra del Fuego,TOTAL,2.89,2.33,1.79,1.90,0.00,2.07,3.22,2020-03
259,2020,3,Golfo de San Jorge,FIRME,3.13,2.41,2.31,2.76,0.00,2.79,3.14,2020-03
260,2020,3,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.35,0.00,0.00,2.35,0.00,2020-03
261,2020,3,Golfo de San Jorge,TOTAL,3.13,2.41,2.31,2.76,0.00,2.78,3.14,2020-03
262,2020,3,Neuquina,FIRME,2.77,2.56,1.69,2.57,1.95,2.51,3.69,2020-03
263,2020,3,Neuquina,INTERRUMPIBLE,3.96,2.38,2.20,2.04,2.15,2.19,3.11,2020-03
264,2020,3,Neuquina,TOTAL,2.78,2.56,2.11,2.50,2.00,2.38,3.22,2020-03
265,2020,3,Noroeste,FIRME,3.76,2.54,2.22,4.11,0.00,3.92,0.00,2020-03
266,2020,3,Noroeste,INTERRUMPIBLE,2.56,0.00,2.27,3.26,0.00,2.47,0.00,2020-03
267,2020,3,Noroeste,TOTAL,3.16,2.54,2.27,4.03,0.00,3.37,0.00,2020-03
268,2020,3,Total Cuenca,FIRME,2.85,2.50,1.91,2.59,1.94,2.50,3.15,2020-03
269,2020,3,Total Cuenca,INTERRUMPIBLE,2.70,2.38,2.02,2.01,2.15,2.03,3.12,2020-03
270,2020,3,Total Cuenca,TOTAL,2.84,2.50,1.98,2.53,1.95,2.34,3.13,2020-03
271,2020,4,Austral Santa Cruz,FIRME,2.50,2.38,2.01,1.91,1.27,1.96,2.55,2020-04
272,2020,4,Austral Santa Cruz,INTERRUMPIBLE,1.98,0.00,1.02,1.61,0.00,1.28,0.00,2020-04
273,2020,4,Austral Santa Cruz,TOTAL,2.29,2.38,1.37,1.87,1.27,1.72,2.55,2020-04
274,2020,4,Austral Tierra del Fuego,FIRME,2.74,2.26,1.45,2.20,0.00,2.07,0.00,2020-04
275,2020,4,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,1.24,1.13,0.00,1.23,0.00,2020-04
276,2020,4,Austral Tierra del Fuego,TOTAL,2.74,2.26,1.38,2.13,0.00,1.90,0.00,2020-04
277,2020,4,Golfo de San Jorge,FIRME,2.53,2.44,1.38,2.57,0.00,2.28,3.14,2020-04
278,2020,4,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,1.05,1.48,0.00,1.27,0.00,2020-04
279,2020,4,Golfo de San Jorge,TOTAL,2.53,2.44,1.37,2.55,0.00,2.27,3.14,2020-04
280,2020,4,Neuquina,FIRME,2.74,2.46,1.01,2.10,1.30,2.22,3.64,2020-04
281,2020,4,Neuquina,INTERRUMPIBLE,2.36,0.00,1.27,1.46,0.00,1.36,2.99,2020-04
282,2020,4,Neuquina,TOTAL,2.70,2.46,1.23,2.02,1.30,1.90,3.13,2020-04
283,2020,4,Noroeste,FIRME,3.80,2.44,1.57,3.70,0.00,3.48,0.00,2020-04
284,2020,4,Noroeste,INTERRUMPIBLE,2.51,0.00,0.00,2.75,0.00,2.59,0.00,2020-04
285,2020,4,Noroeste,TOTAL,2.94,2.44,1.57,3.50,0.00,3.17,0.00,2020-04
286,2020,4,Total Cuenca,FIRME,2.75,2.42,1.38,2.24,1.27,2.23,3.23,2020-04
287,2020,4,Total Cuenca,INTERRUMPIBLE,2.34,0.00,1.24,1.63,0.00,1.40,2.99,2020-04
288,2020,4,Total Cuenca,TOTAL,2.70,2.42,1.29,2.16,1.27,1.96,3.08,2020-04
289,2020,5,Austral Santa Cruz,FIRME,2.47,2.23,2.03,2.25,1.17,2.17,2.49,2020-05
290,2020,5,Austral Santa Cruz,INTERRUMPIBLE,2.39,0.00,1.17,1.66,0.00,1.26,2.49,2020-05
291,2020,5,Austral Santa Cruz,TOTAL,2.47,2.23,1.60,2.24,1.17,2.03,2.49,2020-05
292,2020,5,Austral Tierra del Fuego,FIRME,2.73,2.15,1.60,1.69,0.00,2.11,0.00,2020-05
293,2020,5,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,1.64,1.46,0.00,1.52,0.00,2020-05
294,2020,5,Austral Tierra del Fuego,TOTAL,2.73,2.15,1.61,1.62,0.00,2.05,0.00,2020-05
295,2020,5,Golfo de San Jorge,FIRME,3.11,2.26,2.00,2.58,0.00,2.72,0.00,2020-05
296,2020,5,Golfo de San Jorge,INTERRUMPIBLE,2.60,0.00,0.00,0.00,0.00,2.60,0.00,2020-05
297,2020,5,Golfo de San Jorge,TOTAL,3.09,2.26,2.00,2.58,0.00,2.72,0.00,2020-05
298,2020,5,Neuquina,FIRME,2.68,2.32,1.25,1.85,1.92,2.22,3.49,2020-05
299,2020,5,Neuquina,INTERRUMPIBLE,2.65,0.00,1.40,1.79,0.00,1.60,3.84,2020-05
300,2020,5,Neuquina,TOTAL,2.68,2.32,1.37,1.84,1.92,2.00,3.71,2020-05
301,2020,5,Noroeste,FIRME,2.78,2.34,1.90,2.31,0.00,2.34,0.00,2020-05
302,2020,5,Noroeste,INTERRUMPIBLE,0.00,0.00,1.97,2.26,0.00,2.09,0.00,2020-05
303,2020,5,Noroeste,TOTAL,2.78,2.34,1.96,2.31,0.00,2.28,0.00,2020-05
304,2020,5,Total Cuenca,FIRME,2.71,2.29,1.56,1.97,1.21,2.22,3.17,2020-05
305,2020,5,Total Cuenca,INTERRUMPIBLE,2.64,0.00,1.41,1.73,0.00,1.60,3.51,2020-05
306,2020,5,Total Cuenca,TOTAL,2.71,2.29,1.47,1.93,1.21,2.06,3.37,2020-05
307,2020,6,Austral Santa Cruz,FIRME,2.43,2.17,0.00,2.23,1.05,2.22,0.00,2020-06
308,2020,6,Austral Santa Cruz,INTERRUMPIBLE,2.43,0.00,2.02,2.07,0.00,2.03,2.41,2020-06
309,2020,6,Austral Santa Cruz,TOTAL,2.43,2.17,2.02,2.22,1.05,2.20,2.41,2020-06
310,2020,6,Austral Tierra del Fuego,FIRME,2.70,2.11,2.13,1.82,0.00,2.37,0.00,2020-06
311,2020,6,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.18,2.09,0.00,2.12,0.00,2020-06
312,2020,6,Austral Tierra del Fuego,TOTAL,2.70,2.11,2.14,1.90,0.00,2.34,0.00,2020-06
313,2020,6,Golfo de San Jorge,FIRME,2.83,2.19,2.47,2.98,0.00,2.88,0.00,2020-06
314,2020,6,Golfo de San Jorge,INTERRUMPIBLE,2.69,0.00,0.00,2.00,0.00,2.56,0.00,2020-06
315,2020,6,Golfo de San Jorge,TOTAL,2.82,2.19,2.47,2.96,0.00,2.86,0.00,2020-06
316,2020,6,Neuquina,FIRME,2.60,2.27,2.18,2.18,1.75,2.40,0.00,2020-06
317,2020,6,Neuquina,INTERRUMPIBLE,2.67,0.00,2.51,2.16,2.15,2.50,4.17,2020-06
318,2020,6,Neuquina,TOTAL,2.61,2.27,2.42,2.18,1.94,2.43,4.17,2020-06
319,2020,6,Noroeste,FIRME,2.71,2.33,0.00,2.47,0.00,2.48,0.00,2020-06
320,2020,6,Noroeste,INTERRUMPIBLE,0.00,0.00,2.32,2.63,0.00,2.56,0.00,2020-06
321,2020,6,Noroeste,TOTAL,2.71,2.33,2.32,2.49,0.00,2.49,0.00,2020-06
322,2020,6,Total Cuenca,FIRME,2.63,2.24,2.16,2.22,1.07,2.41,0.00,2020-06
323,2020,6,Total Cuenca,INTERRUMPIBLE,2.67,0.00,2.45,2.19,2.15,2.44,3.20,2020-06
324,2020,6,Total Cuenca,TOTAL,2.63,2.24,2.33,2.21,1.09,2.42,3.20,2020-06
325,2020,7,Austral Santa Cruz,FIRME,2.36,2.11,0.00,2.23,0.00,2.29,0.00,2020-07
326,2020,7,Austral Santa Cruz,INTERRUMPIBLE,2.46,0.00,2.11,2.16,0.00,2.27,0.00,2020-07
327,2020,7,Austral Santa Cruz,TOTAL,2.37,2.11,2.11,2.23,0.00,2.29,0.00,2020-07
328,2020,7,Austral Tierra del Fuego,FIRME,2.63,2.06,2.13,1.81,0.00,2.38,0.00,2020-07
329,2020,7,Austral Tierra del Fuego,INTERRUMPIBLE,2.69,0.00,2.14,2.12,0.00,2.14,0.00,2020-07
330,2020,7,Austral Tierra del Fuego,TOTAL,2.63,2.06,2.14,1.91,0.00,2.34,0.00,2020-07
331,2020,7,Golfo de San Jorge,FIRME,3.12,2.13,2.00,3.41,0.00,3.22,0.00,2020-07
332,2020,7,Golfo de San Jorge,INTERRUMPIBLE,2.69,0.00,0.00,2.23,0.00,2.60,0.00,2020-07
333,2020,7,Golfo de San Jorge,TOTAL,3.10,2.13,2.00,3.39,0.00,3.20,0.00,2020-07
334,2020,7,Neuquina,FIRME,2.55,2.21,2.17,2.39,1.75,2.44,0.00,2020-07
335,2020,7,Neuquina,INTERRUMPIBLE,2.60,0.00,2.51,2.43,2.15,2.53,0.00,2020-07
336,2020,7,Neuquina,TOTAL,2.56,2.21,2.41,2.40,1.92,2.46,0.00,2020-07
337,2020,7,Noroeste,FIRME,2.62,2.30,0.00,2.47,0.00,2.47,0.00,2020-07
338,2020,7,Noroeste,INTERRUMPIBLE,0.00,0.00,2.28,2.71,0.00,2.71,0.00,2020-07
339,2020,7,Noroeste,TOTAL,2.62,2.30,2.28,2.50,0.00,2.49,0.00,2020-07
340,2020,7,Total Cuenca,FIRME,2.59,2.19,2.16,2.37,1.75,2.46,0.00,2020-07
341,2020,7,Total Cuenca,INTERRUMPIBLE,2.59,0.00,2.43,2.34,2.15,2.45,0.00,2020-07
342,2020,7,Total Cuenca,TOTAL,2.59,2.19,2.34,2.36,1.92,2.46,0.00,2020-07
343,2020,8,Austral Santa Cruz,FIRME,2.30,2.06,0.00,2.21,0.00,2.25,0.00,2020-08
344,2020,8,Austral Santa Cruz,INTERRUMPIBLE,2.34,0.00,2.14,2.17,2.13,2.16,2.24,2020-08
345,2020,8,Austral Santa Cruz,TOTAL,2.30,2.06,2.14,2.21,2.13,2.23,2.24,2020-08
346,2020,8,Austral Tierra del Fuego,FIRME,2.55,2.00,2.11,1.83,0.00,2.29,0.00,2020-08
347,2020,8,Austral Tierra del Fuego,INTERRUMPIBLE,2.39,0.00,2.15,2.20,0.00,2.20,0.00,2020-08
348,2020,8,Austral Tierra del Fuego,TOTAL,2.54,2.00,2.13,1.94,0.00,2.28,0.00,2020-08
349,2020,8,Golfo de San Jorge,FIRME,2.72,2.03,2.54,3.29,0.00,2.98,0.00,2020-08
350,2020,8,Golfo de San Jorge,INTERRUMPIBLE,2.62,0.00,2.39,2.24,0.00,2.35,0.00,2020-08
351,2020,8,Golfo de San Jorge,TOTAL,2.72,2.03,2.43,3.24,0.00,2.95,0.00,2020-08
352,2020,8,Neuquina,FIRME,2.51,2.14,2.52,2.44,1.75,2.46,0.00,2020-08
353,2020,8,Neuquina,INTERRUMPIBLE,2.54,0.00,2.49,2.28,2.15,2.47,4.87,2020-08
354,2020,8,Neuquina,TOTAL,2.51,2.14,2.50,2.42,1.88,2.46,4.87,2020-08
355,2020,8,Noroeste,FIRME,2.55,2.20,0.00,2.52,0.00,2.48,0.00,2020-08
356,2020,8,Noroeste,INTERRUMPIBLE,0.00,0.00,2.15,2.66,0.00,2.62,0.00,2020-08
357,2020,8,Noroeste,TOTAL,2.55,2.20,2.15,2.54,0.00,2.49,0.00,2020-08
358,2020,8,Total Cuenca,FIRME,2.52,2.12,2.37,2.39,1.75,2.43,0.00,2020-08
359,2020,8,Total Cuenca,INTERRUMPIBLE,2.52,0.00,2.43,2.27,2.14,2.41,4.18,2020-08
360,2020,8,Total Cuenca,TOTAL,2.52,2.12,2.41,2.37,1.99,2.43,4.18,2020-08
361,2020,9,Austral Santa Cruz,FIRME,2.21,2.01,0.00,2.03,0.00,2.11,0.00,2020-09
362,2020,9,Austral Santa Cruz,INTERRUMPIBLE,2.28,0.00,1.99,1.83,1.98,2.00,2.18,2020-09
363,2020,9,Austral Santa Cruz,TOTAL,2.22,2.01,1.99,2.02,1.98,2.08,2.18,2020-09
364,2020,9,Austral Tierra del Fuego,FIRME,2.49,1.93,2.06,1.76,0.00,2.19,0.00,2020-09
365,2020,9,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.07,1.89,0.00,1.95,0.00,2020-09
366,2020,9,Austral Tierra del Fuego,TOTAL,2.49,1.93,2.06,1.80,0.00,2.16,0.00,2020-09
367,2020,9,Golfo de San Jorge,FIRME,3.02,2.01,2.29,2.68,0.00,2.81,0.00,2020-09
368,2020,9,Golfo de San Jorge,INTERRUMPIBLE,2.30,0.00,2.46,2.03,0.00,2.24,0.00,2020-09
369,2020,9,Golfo de San Jorge,TOTAL,3.02,2.01,2.32,2.66,0.00,2.80,0.00,2020-09
370,2020,9,Neuquina,FIRME,2.43,2.10,2.29,2.36,1.75,2.37,0.00,2020-09
371,2020,9,Neuquina,INTERRUMPIBLE,2.33,0.00,2.35,2.05,0.00,2.29,3.24,2020-09
372,2020,9,Neuquina,TOTAL,2.42,2.10,2.34,2.31,1.75,2.35,3.24,2020-09
373,2020,9,Noroeste,FIRME,2.47,2.14,0.00,2.38,0.00,2.35,0.00,2020-09
374,2020,9,Noroeste,INTERRUMPIBLE,0.00,0.00,2.30,2.52,0.00,2.52,0.00,2020-09
375,2020,9,Noroeste,TOTAL,2.47,2.14,2.30,2.39,0.00,2.36,0.00,2020-09
376,2020,9,Total Cuenca,FIRME,2.46,2.07,2.16,2.26,1.75,2.33,0.00,2020-09
377,2020,9,Total Cuenca,INTERRUMPIBLE,2.33,0.00,2.29,2.01,1.98,2.22,2.95,2020-09
378,2020,9,Total Cuenca,TOTAL,2.46,2.07,2.24,2.22,1.89,2.30,2.95,2020-09
379,2020,10,Austral Santa Cruz,FIRME,2.15,1.93,1.62,1.52,0.00,1.72,0.00,2020-10
380,2020,10,Austral Santa Cruz,INTERRUMPIBLE,2.06,0.00,1.55,1.46,1.65,1.64,2.15,2020-10
381,2020,10,Austral Santa Cruz,TOTAL,2.13,1.93,1.55,1.52,1.65,1.69,2.15,2020-10
382,2020,10,Austral Tierra del Fuego,FIRME,2.42,1.88,1.85,1.28,0.00,1.91,0.00,2020-10
383,2020,10,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,1.87,1.57,0.00,1.68,0.00,2020-10
384,2020,10,Austral Tierra del Fuego,TOTAL,2.42,1.88,1.85,1.39,0.00,1.87,0.00,2020-10
385,2020,10,Golfo de San Jorge,FIRME,2.96,1.96,1.87,2.08,0.00,2.33,0.00,2020-10
386,2020,10,Golfo de San Jorge,INTERRUMPIBLE,2.09,0.00,1.63,1.28,0.00,1.41,0.00,2020-10
